ID,Name,Age,City
1084,Jack,40,Miami
1085,Bob,19,Chicago
1086,Helen,38,Houston
1087,Bob,23,Houston
1088,Grace,24,Los Angeles
1089,David,53,New York
1090,David,44,Miami
1091,Frank,58,San Francisco
1092,Frank,27,Los Angeles
1093,Frank,40,New York
1094,Grace,39,San Francisco
1095,Alice,28,Chicago
1096,Eve,24,Houston
1097,Helen,39,New York
1098,David,56,Miami
1099,Grace,19,Chicago
1100,David,18,San Francisco
1101,Charlie,19,Chicago
1102,Ivy,41,Chicago
1103,Jack,20,Houston
1104,Charlie,60,Chicago
1105,Jack,18,Houston
1106,Eve,20,Los Angeles
1107,Bob,54,New York
1108,Bob,29,Miami
1109,Grace,26,Los Angeles
1110,Bob,32,San Francisco
1111,Eve,59,Houston
1112,Helen,52,San Francisco
1113,David,42,Los Angeles
1114,Ivy,54,Chicago
1115,Grace,56,Miami
1116,Ivy,51,Miami
1117,Charlie,39,San Francisco
1118,Eve,37,New York
1119,Eve,43,Houston
1120,Bob,32,Los Angeles
1121,Grace,36,San Francisco
1122,Jack,32,Houston
1123,Eve,27,Miami
1124,Jack,45,New York
1125,Ivy,19,Houston
1126,Ivy,32,Houston
1127,Helen,25,Los Angeles
1128,Helen,58,New York
1129,Eve,60,Los Angeles
1130,David,56,Miami
1131,Charlie,40,Chicago
1132,Bob,51,Miami
1133,Frank,43,San Francisco
1134,Grace,54,Miami
1135,Helen,33,Houston
1136,Grace,35,San Francisco
1137,Frank,57,Miami
1138,Charlie,52,San Francisco
1139,Frank,52,Chicago
1140,Charlie,22,Houston
1141,Eve,36,Chicago
1142,David,30,New York
1143,Helen,27,New York
1144,Jack,49,Miami
1145,Frank,53,Chicago
1146,Grace,41,Houston
1147,Charlie,43,San Francisco
1148,Frank,50,Chicago
1149,Frank,43,Los Angeles
1150,Bob,58,San Francisco
1151,Helen,52,San Francisco
1152,Charlie,41,San Francisco
1153,Charlie,39,San Francisco
1154,Frank,47,Houston
1155,David,25,Miami
1156,Bob,58,Miami
1157,Frank,40,Los Angeles
1158,Frank,36,New York
1159,Eve,22,Los Angeles
1160,Charlie,23,New York
1161,Grace,54,San Francisco
1162,David,28,Chicago
1163,Ivy,41,Houston
1164,Frank,27,Houston
1165,David,49,New York
1166,Charlie,22,Los Angeles
1167,Ivy,57,Houston
1168,Alice,25,Los Angeles
1169,Alice,48,Houston
1170,Charlie,41,Los Angeles
1171,David,21,Houston
1172,Grace,55,Miami
1173,Bob,49,Houston
1174,Frank,43,Houston
1175,Eve,19,Chicago
1176,Charlie,54,Chicago
1177,David,44,New York
1178,Alice,45,New York
1179,Ivy,38,New York
1180,Charlie,56,Miami
1181,Alice,26,Chicago
1182,Alice,34,Miami
1183,Charlie,54,Los Angeles
1184,Ivy,18,Chicago
1185,Eve,44,San Francisco
1186,Bob,59,Houston
1187,Helen,56,New York
1188,Jack,21,San Francisco
1189,Bob,30,San Francisco
1190,Eve,47,New York
1191,Eve,28,Los Angeles
1192,Ivy,56,San Francisco
1193,Eve,43,Chicago
1194,Eve,21,Miami
1195,Alice,42,Miami
1196,Jack,57,New York
1197,Frank,43,Houston
1198,Grace,57,Miami
1199,Grace,29,Miami
1200,Frank,39,San Francisco
1201,Bob,57,Los Angeles
1202,Alice,24,San Francisco
1203,Grace,38,Los Angeles
1204,Bob,37,New York
1205,Grace,41,Houston
1206,Jack,19,Houston
1207,David,38,Houston
1208,David,29,Los Angeles
1209,David,46,San Francisco
1210,Eve,21,New York
1211,Grace,32,Los Angeles
1212,Helen,50,New York
1213,Alice,32,Miami
1214,Jack,59,San Francisco
1215,Alice,22,San Francisco
1216,David,18,Los Angeles
1217,Ivy,46,New York
1218,Ivy,24,New York
1219,Charlie,45,Chicago
1220,Jack,29,San Francisco
1221,Charlie,39,Chicago
1222,Bob,24,New York
1223,David,58,San Francisco
1224,Alice,50,New York
1225,Bob,41,New York
1226,Helen,33,Los Angeles
1227,Ivy,43,New York
1228,Eve,48,New York
1229,Grace,34,Chicago
1230,Grace,33,San Francisco
1231,David,56,Los Angeles
1232,David,49,Houston
1233,Grace,18,Miami
1234,Charlie,45,Miami
1235,David,45,Chicago
1236,David,41,Los Angeles
1237,David,60,Miami
1238,Ivy,49,New York
1239,Charlie,50,Houston
1240,David,30,Houston
1241,Eve,41,Chicago
1242,Jack,38,Los Angeles
1243,Helen,60,San Francisco
1244,David,19,Houston
1245,Frank,38,Chicago
1246,Bob,37,Chicago
1247,Frank,51,Los Angeles
1248,Charlie,31,Miami
1249,David,31,Chicago
1250,Frank,57,Houston
1251,Frank,28,Los Angeles
1252,David,28,San Francisco
1253,Grace,51,Houston
1254,Bob,18,Houston
1255,Alice,56,Houston
1256,Frank,29,New York
1257,Charlie,41,Miami
1258,Ivy,24,Chicago
1259,Alice,19,New York
1260,Charlie,57,New York
1261,David,23,New York
1262,Alice,54,San Francisco
1263,Eve,51,Los Angeles
1264,Alice,43,San Francisco
1265,Eve,48,Los Angeles
1266,Helen,48,New York
1267,Eve,52,Chicago
1268,Bob,53,New York
1269,Eve,35,Los Angeles
1270,Grace,48,Los Angeles
1271,Grace,43,Los Angeles
1272,Alice,26,New York
1273,Charlie,28,Miami
1274,Ivy,25,Houston
1275,Eve,20,Miami
1276,Charlie,50,Chicago
1277,David,49,New York
1278,Jack,26,Miami
1279,Alice,59,Houston
1280,Charlie,39,San Francisco
1281,David,43,Chicago
1282,Bob,58,New York
1283,Helen,55,Miami
1284,Grace,20,Miami
1285,Eve,28,New York
1286,Helen,58,New York
1287,Bob,23,Los Angeles
1288,Frank,19,New York
1289,David,20,San Francisco
1290,Alice,59,Miami
1291,David,35,Houston
1292,Bob,27,New York
1293,Helen,19,Miami
1294,Helen,34,New York
1295,Bob,50,Chicago
1296,Charlie,36,Los Angeles
1297,Jack,27,San Francisco
1298,Bob,54,San Francisco
1299,David,19,Los Angeles
1300,Ivy,24,Houston
1301,Eve,56,Los Angeles
1302,Bob,19,Miami
1303,Ivy,60,San Francisco
1304,Bob,29,New York
1305,Bob,55,Los Angeles
1306,Bob,33,Los Angeles
1307,David,60,San Francisco
1308,Grace,34,Miami
1309,Bob,30,Miami
1310,Helen,25,Los Angeles
1311,Helen,35,San Francisco
1312,David,36,New York
1313,Ivy,56,Chicago
1314,Grace,40,Houston
1315,David,34,Los Angeles
1316,Eve,27,Miami
1317,Grace,24,New York
1318,Helen,29,New York
1319,Eve,31,Houston
1320,Grace,21,Miami
1321,Charlie,25,New York
1322,Grace,58,New York
1323,Bob,38,San Francisco
1324,Frank,41,Miami
1325,Frank,34,Los Angeles
1326,Charlie,54,Chicago
1327,David,28,Miami
1328,Helen,55,Miami
1329,Jack,32,San Francisco
1330,Helen,58,Los Angeles
1331,Alice,44,San Francisco
1332,Bob,43,San Francisco
1333,David,46,Miami
1334,Frank,30,San Francisco
1335,David,21,New York
1336,Frank,34,San Francisco
1337,Bob,36,Chicago
1338,Ivy,27,Los Angeles
1339,Alice,42,Los Angeles
1340,Eve,38,Miami
1341,Bob,29,San Francisco
1342,Helen,48,Miami
1343,David,34,New York
1344,Grace,29,San Francisco
1345,Grace,29,Chicago
1346,Helen,53,Los Angeles
1347,David,18,Los Angeles
1348,Jack,30,Miami
1349,Charlie,60,Los Angeles
1350,Eve,58,Houston
1351,Ivy,36,Los Angeles
1352,Charlie,42,Houston
1353,Alice,57,Los Angeles
1354,Eve,32,San Francisco
1355,Ivy,54,San Francisco
1356,Eve,23,Miami
1357,Frank,32,Houston
1358,Grace,51,Houston
1359,Bob,18,San Francisco
1360,Bob,31,New York
1361,Grace,54,Los Angeles
1362,Charlie,24,Houston
1363,Ivy,50,Los Angeles
1364,Bob,53,New York
1365,Grace,56,Chicago
1366,Jack,50,New York
1367,Frank,50,Los Angeles
1368,Charlie,34,Los Angeles
1369,Charlie,35,Chicago
1370,Frank,36,Miami
1371,Charlie,49,Houston
1372,Ivy,19,Houston
1373,David,53,Los Angeles
1374,Eve,33,Chicago
1375,Eve,57,Houston
1376,Frank,51,Houston
1377,Frank,21,Chicago
1378,Ivy,43,San Francisco
1379,Helen,53,Houston
1380,David,55,Houston
1381,Charlie,20,Miami
1382,Ivy,52,New York
1383,Bob,24,Miami
1384,Ivy,26,Miami
1385,Helen,59,San Francisco
1386,David,31,San Francisco
1387,Jack,24,Los Angeles
1388,Eve,27,New York
1389,Jack,33,New York
1390,Alice,47,Chicago
1391,Bob,23,Miami
1392,Eve,19,Chicago
1393,Grace,31,San Francisco
1394,Charlie,37,San Francisco
1395,Grace,40,San Francisco
1396,Grace,35,Chicago
1397,Bob,31,Miami
1398,Jack,21,Miami
1399,David,60,Miami
1400,Eve,20,Chicago
1401,Alice,44,Chicago
1402,Jack,51,Houston
1403,Alice,55,New York
1404,Frank,30,Houston
1405,Grace,35,New York
1406,Ivy,36,Chicago
1407,Eve,35,Los Angeles
1408,Frank,25,San Francisco
1409,Frank,38,Houston
1410,Jack,56,Houston
1411,Charlie,36,Chicago
1412,Bob,36,New York
1413,David,47,Houston
1414,Eve,37,Chicago
1415,Jack,41,Chicago
1416,Ivy,36,New York
1417,Grace,46,New York
1418,David,21,Chicago
1419,Ivy,29,Miami
1420,Bob,51,New York
1421,Eve,19,New York
1422,Frank,39,Chicago
1423,David,45,Los Angeles
1424,Helen,52,Los Angeles
1425,Eve,44,Los Angeles
1426,Charlie,45,San Francisco
1427,Helen,44,Chicago
1428,Frank,32,Houston
1429,Alice,40,San Francisco
1430,Helen,31,Chicago
1431,Eve,26,Los Angeles
1432,Helen,51,San Francisco
1433,Grace,35,Los Angeles
1434,Jack,33,Houston
1435,David,22,Houston
1436,David,30,San Francisco
1437,Charlie,47,Houston
1438,Jack,28,Houston
1439,David,42,Miami
1440,Grace,54,San Francisco
1441,Ivy,49,Miami
1442,Jack,34,New York
1443,Ivy,51,New York
1444,Helen,31,New York
1445,David,47,Chicago
1446,Eve,20,Houston
1447,Alice,37,San Francisco
1448,Bob,24,San Francisco
1449,Eve,45,Chicago
1450,Alice,59,Miami
1451,Ivy,45,Los Angeles
1452,Helen,28,Los Angeles
1453,Bob,23,New York
1454,Alice,47,Chicago
1455,Helen,51,Chicago
1456,Frank,32,San Francisco
1457,Jack,43,Los Angeles
1458,Ivy,35,Chicago
1459,David,51,New York
1460,Bob,19,San Francisco
1461,Alice,29,Houston
1462,Alice,55,San Francisco
1463,Frank,45,New York
1464,Charlie,31,Chicago
1465,Bob,32,Chicago
1466,Charlie,29,Houston
1467,Alice,33,San Francisco
1468,Ivy,55,Los Angeles
1469,Frank,20,New York
1470,David,54,Houston
1471,Bob,24,Chicago
1472,David,25,New York
1473,Helen,22,Chicago
1474,Eve,23,Chicago
1475,Alice,32,Los Angeles
1476,Eve,42,Chicago
1477,Ivy,57,San Francisco
1478,Grace,34,Los Angeles
1479,Charlie,53,Chicago
1480,Alice,28,Miami
1481,Alice,28,Chicago
1482,Ivy,55,Houston
1483,David,24,Houston
1484,Helen,36,Houston
1485,Ivy,42,Houston
1486,David,27,Miami
1487,Frank,52,New York
1488,Alice,24,San Francisco
1489,Bob,56,Chicago
1490,Jack,35,Los Angeles
1491,Charlie,30,New York
1492,Ivy,54,San Francisco
1493,Grace,23,San Francisco
1494,Grace,33,Houston
1495,Helen,50,Houston
1496,Alice,59,Chicago
1497,Helen,37,San Francisco
1498,David,58,San Francisco
1499,Ivy,34,Chicago
1500,Charlie,38,New York
1501,Charlie,40,Houston
1502,Bob,31,Miami
1503,Frank,31,San Francisco
1504,Frank,26,Miami
1505,Grace,43,Miami
1506,David,25,Houston
1507,Alice,19,San Francisco
1508,Alice,31,New York
1509,Charlie,50,Miami
1510,Helen,50,New York
1511,Helen,51,Houston
1512,Bob,59,Chicago
1513,Helen,54,New York
1514,Charlie,48,New York
1515,Ivy,55,New York
1516,Frank,23,New York
1517,Helen,60,Los Angeles
1518,David,57,Chicago
1519,Ivy,60,Houston
1520,Helen,58,San Francisco
1521,Frank,39,New York
1522,Charlie,33,Chicago
1523,Jack,36,Miami
1524,Jack,54,Chicago
1525,Helen,45,Houston
1526,Helen,57,San Francisco
1527,Grace,39,Chicago
1528,Bob,31,Los Angeles
1529,David,28,Chicago
1530,Grace,47,San Francisco
1531,Jack,49,Chicago
1532,David,50,Los Angeles
1533,Helen,55,Los Angeles
1534,Grace,41,Los Angeles
1535,Frank,26,Chicago
1536,Frank,20,Miami
1537,Helen,45,San Francisco
1538,Eve,27,New York
1539,Eve,26,Los Angeles
1540,Eve,48,Miami
1541,David,56,New York
1542,Jack,23,Miami
1543,Eve,42,Miami
1544,Ivy,37,Miami
1545,Charlie,41,Los Angeles
1546,Helen,38,San Francisco
1547,Bob,29,San Francisco
1548,David,53,Los Angeles
1549,Grace,37,Houston
1550,Frank,47,San Francisco
1551,Ivy,30,San Francisco
1552,Grace,44,San Francisco
1553,Jack,29,Los Angeles
1554,Ivy,51,New York
1555,Ivy,22,Houston
1556,Helen,21,Miami
1557,David,33,New York
1558,Eve,58,Chicago
1559,David,30,San Francisco
1560,Jack,25,New York
1561,Jack,51,San Francisco
1562,David,28,Houston
1563,Ivy,44,New York
1564,David,22,Los Angeles
1565,Jack,32,Miami
1566,David,29,New York
1567,David,28,San Francisco
1568,Charlie,35,Miami
1569,Alice,26,Los Angeles
1570,Grace,28,Houston
1571,Ivy,48,Chicago
1572,Frank,30,San Francisco
1573,Helen,60,San Francisco
1574,Alice,32,Chicago
1575,Grace,60,Chicago
1576,Eve,46,Chicago
1577,Jack,42,Miami
1578,Jack,29,San Francisco
1579,Jack,52,New York
1580,Bob,31,Houston
1581,Bob,60,Chicago
1582,Helen,19,Los Angeles
1583,Charlie,24,New York
1584,Charlie,51,Houston
1585,Alice,50,Houston
1586,Ivy,51,Miami
1587,Jack,47,Los Angeles
1588,Bob,48,Houston
1589,Grace,27,Houston
1590,Eve,42,San Francisco
1591,David,21,New York
1592,Grace,37,New York
1593,Jack,48,San Francisco
1594,Helen,18,Miami
1595,David,47,Chicago
1596,Alice,40,San Francisco
1597,Ivy,37,Houston
1598,Bob,42,Miami
1599,Helen,37,New York
1600,Bob,46,San Francisco
1601,Charlie,38,Miami
1602,Charlie,38,New York
1603,Jack,49,Chicago
1604,Grace,23,Houston
1605,Jack,48,San Francisco
1606,Alice,21,San Francisco
1607,Grace,57,New York
1608,Helen,48,Los Angeles
1609,Alice,27,Chicago
1610,Alice,46,San Francisco
1611,Ivy,47,Los Angeles
1612,Charlie,39,Los Angeles
1613,David,49,San Francisco
1614,Charlie,24,Chicago
1615,Jack,25,New York
1616,Eve,60,New York
1617,Helen,55,New York
1618,Alice,58,Los Angeles
1619,Bob,55,Miami
1620,Jack,60,Chicago
1621,David,27,Chicago
1622,Ivy,39,Chicago
1623,Ivy,29,San Francisco
1624,Frank,39,Houston
1625,Eve,46,Houston
1626,Charlie,27,San Francisco
1627,Alice,24,New York
1628,Grace,22,New York
1629,Charlie,33,Houston
1630,Ivy,41,Houston
1631,Grace,26,New York
1632,Frank,58,Los Angeles
1633,Grace,20,Los Angeles
1634,Charlie,22,Miami
1635,Helen,58,Chicago
1636,Ivy,28,Chicago
1637,Helen,59,New York
1638,Alice,59,Houston
1639,Jack,27,New York
1640,Alice,45,San Francisco
1641,David,37,New York
1642,Bob,54,Chicago
1643,Bob,25,Los Angeles
1644,Bob,37,New York
1645,Ivy,42,Los Angeles
1646,Helen,52,New York
1647,Ivy,43,New York
1648,Eve,58,Los Angeles
1649,Helen,44,Los Angeles
1650,Jack,36,Houston
1651,Charlie,20,Houston
1652,Frank,21,Chicago
1653,Charlie,31,Chicago
1654,Bob,37,Chicago
1655,Jack,56,Chicago
1656,Jack,40,Miami
1657,Helen,25,Miami
1658,Charlie,59,Los Angeles
1659,Frank,19,San Francisco
1660,Helen,53,Chicago
1661,Helen,26,San Francisco
1662,Eve,33,New York
1663,Charlie,57,Houston
1664,Charlie,36,New York
1665,Frank,31,Los Angeles
1666,Alice,32,Houston
1667,Bob,46,San Francisco
1668,Frank,29,Houston
1669,Bob,37,Miami
1670,Frank,18,Houston
1671,Eve,49,San Francisco
1672,Eve,60,Los Angeles
1673,Jack,44,Los Angeles
1674,Frank,41,Chicago
1675,Helen,28,Houston
1676,David,48,Los Angeles
1677,Bob,26,San Francisco
1678,Grace,43,Houston
1679,Jack,34,Miami
1680,Grace,37,Los Angeles
1681,Ivy,60,Los Angeles
1682,Helen,46,Chicago
1683,Helen,21,San Francisco
1684,Jack,31,New York
1685,David,28,New York
1686,Helen,42,Houston
1687,Charlie,47,San Francisco
1688,Charlie,48,Houston
1689,Grace,46,Chicago
1690,Frank,33,New York
1691,David,54,Los Angeles
1692,David,51,Houston
1693,Alice,35,San Francisco
1694,David,28,San Francisco
1695,Jack,19,San Francisco
1696,Alice,59,Miami
1697,Eve,59,New York
1698,Alice,45,New York
1699,Jack,35,New York
1700,Eve,32,Houston
1701,Helen,20,Miami
1702,Ivy,40,Miami
1703,Grace,50,Miami
1704,Eve,52,New York
1705,Helen,42,New York
1706,Charlie,56,Los Angeles
1707,Ivy,32,Miami
1708,Bob,48,San Francisco
1709,Bob,18,Los Angeles
1710,Helen,46,Los Angeles
1711,Charlie,39,Miami
1712,Jack,18,Houston
1713,Charlie,48,Chicago
1714,David,38,New York
1715,Eve,30,Chicago
1716,Alice,19,San Francisco
1717,Frank,49,Los Angeles
1718,Bob,19,New York
1719,David,38,San Francisco
1720,David,56,Los Angeles
1721,David,24,Los Angeles
1722,Bob,28,Miami
1723,Alice,51,Miami
1724,Eve,53,Chicago
1725,Charlie,60,New York
1726,Frank,50,Chicago
1727,Bob,34,New York
1728,Charlie,60,Chicago
1729,Helen,23,Chicago
1730,Frank,48,San Francisco
1731,Helen,56,Houston
1732,Eve,52,New York
1733,Eve,49,San Francisco
1734,Jack,44,Miami
1735,Ivy,24,Los Angeles
1736,Bob,47,Chicago
1737,David,43,New York
1738,David,52,San Francisco
1739,Ivy,54,Miami
1740,Charlie,42,Los Angeles
1741,Bob,53,Chicago
1742,Eve,31,Los Angeles
1743,Eve,20,New York
1744,Ivy,38,Miami
1745,Eve,51,Miami
1746,Grace,50,Chicago
1747,Frank,58,New York
1748,Charlie,35,Chicago
1749,Bob,24,New York
1750,Jack,58,New York
1751,Ivy,30,Chicago
1752,Eve,24,Los Angeles
1753,Charlie,59,Los Angeles
1754,Ivy,27,Houston
1755,Helen,55,Los Angeles
1756,Frank,56,San Francisco
1757,Helen,57,Los Angeles
1758,Ivy,32,New York
1759,Grace,50,San Francisco
1760,Charlie,27,Chicago
1761,Charlie,19,New York
1762,Eve,59,Miami
1763,David,56,Los Angeles
1764,Alice,23,Los Angeles
1765,Eve,53,Los Angeles
1766,Eve,53,New York
1767,Charlie,42,San Francisco
1768,Jack,29,Los Angeles
1769,Eve,45,Chicago
1770,Alice,53,New York
1771,Jack,45,San Francisco
1772,David,21,Miami
1773,Jack,55,San Francisco
1774,Ivy,39,Los Angeles
1775,David,21,Houston
1776,Grace,23,New York
1777,Bob,52,New York
1778,Ivy,29,San Francisco
1779,Jack,30,San Francisco
1780,Grace,22,Miami
1781,Helen,53,New York
1782,Frank,36,Chicago
1783,Helen,31,San Francisco
1784,Frank,32,Chicago
1785,Ivy,55,Los Angeles
1786,Alice,20,Los Angeles
1787,Grace,37,Chicago
1788,Jack,41,San Francisco
1789,David,18,New York
1790,Charlie,29,Houston
1791,Ivy,54,Los Angeles
1792,David,34,Houston
1793,Eve,52,Chicago
1794,Alice,29,New York
1795,Helen,42,Chicago
1796,Grace,34,San Francisco
1797,Charlie,38,Chicago
1798,Alice,54,Chicago
1799,Helen,47,Chicago
1800,Helen,55,New York
1801,Bob,40,Chicago
1802,Bob,24,Chicago
1803,Eve,46,New York
1804,Helen,38,Houston
1805,David,37,Houston
1806,Frank,23,Houston
1807,Grace,30,Los Angeles
1808,Alice,23,Los Angeles
1809,Charlie,31,Houston
1810,Ivy,23,Miami
1811,Frank,20,Houston
1812,Grace,31,Los Angeles
1813,Jack,27,Los Angeles
1814,Eve,26,New York
1815,Eve,36,San Francisco
1816,Alice,28,New York
1817,Alice,29,San Francisco
1818,Ivy,19,New York
1819,Bob,18,Houston
1820,Jack,49,Houston
1821,Alice,44,Chicago
1822,Alice,53,Miami
1823,Grace,31,New York
1824,Bob,28,Los Angeles
1825,Frank,50,New York
1826,Grace,42,Los Angeles
1827,Helen,29,New York
1828,Alice,43,New York
1829,David,24,Houston
1830,Ivy,18,Miami
1831,Bob,50,San Francisco
1832,Alice,45,San Francisco
1833,Helen,29,New York
1834,David,37,New York
1835,Helen,20,Los Angeles
1836,Bob,41,Chicago
1837,Frank,43,Miami
1838,Charlie,34,Los Angeles
1839,Ivy,40,Houston
1840,Jack,50,Los Angeles
1841,Ivy,22,San Francisco
1842,Jack,60,Chicago
1843,Grace,25,Los Angeles
1844,David,26,Los Angeles
1845,Bob,27,San Francisco
1846,Helen,46,San Francisco
1847,Eve,41,New York
1848,David,47,Chicago
1849,Eve,45,San Francisco
1850,Eve,34,Los Angeles
1851,Helen,46,New York
1852,Helen,48,New York
1853,Jack,29,Los Angeles
1854,Bob,31,Houston
1855,Frank,26,New York
1856,Charlie,39,Chicago
1857,Frank,56,Houston
1858,Ivy,58,San Francisco
1859,David,45,Chicago
1860,Ivy,36,Houston
1861,Eve,32,San Francisco
1862,Helen,38,New York
1863,Jack,39,Chicago
1864,Alice,43,Miami
1865,Ivy,35,San Francisco
1866,Helen,24,Miami
1867,Eve,43,Houston
1868,Charlie,39,Los Angeles
1869,Helen,38,San Francisco
1870,Bob,39,New York
1871,Alice,24,San Francisco
1872,Charlie,31,Miami
1873,Ivy,27,Miami
1874,Eve,58,Chicago
1875,Bob,56,Chicago
1876,Alice,45,Chicago
1877,Jack,29,Los Angeles
1878,Charlie,34,New York
1879,Charlie,31,New York
1880,David,39,Los Angeles
1881,Charlie,59,San Francisco
1882,Alice,56,Los Angeles
1883,Bob,50,Houston
1884,Helen,55,Miami
1885,Bob,50,Los Angeles
1886,Ivy,47,Chicago
1887,David,36,Miami
1888,Charlie,58,New York
1889,Jack,31,Houston
1890,Jack,56,San Francisco
1891,Frank,44,New York
1892,Jack,38,Miami
1893,Grace,23,Houston
1894,Alice,25,Chicago
1895,Helen,26,Chicago
1896,Ivy,25,Houston
1897,Helen,25,San Francisco
1898,Alice,22,Chicago
1899,Alice,49,Chicago
1900,Frank,32,New York
1901,Ivy,34,New York
1902,Helen,47,Los Angeles
1903,Frank,20,Chicago
1904,Ivy,18,New York
1905,Ivy,34,San Francisco
1906,Grace,34,Houston
1907,Charlie,23,Houston
1908,Charlie,58,Houston
1909,Ivy,58,Los Angeles
1910,Alice,21,San Francisco
1911,Charlie,19,San Francisco
1912,Jack,47,New York
1913,Grace,50,Los Angeles
1914,David,47,New York
1915,Eve,25,Houston
1916,Ivy,38,New York
1917,Charlie,25,San Francisco
1918,Frank,38,Chicago
1919,Helen,41,Los Angeles
1920,Frank,25,Miami
1921,David,40,Chicago
1922,Helen,43,Los Angeles
1923,Jack,45,New York
1924,Grace,57,San Francisco
1925,Ivy,42,Chicago
1926,Bob,27,San Francisco
1927,Charlie,39,Houston
1928,Ivy,26,Chicago
1929,Grace,26,Los Angeles
1930,Grace,29,Los Angeles
1931,Bob,36,Houston
1932,Alice,52,Los Angeles
1933,Frank,49,San Francisco
1934,Alice,31,Los Angeles
1935,Jack,19,Houston
1936,Bob,23,San Francisco
1937,Grace,29,San Francisco
1938,Eve,47,Chicago
1939,Alice,47,San Francisco
1940,Jack,39,Chicago
1941,Alice,59,Houston
1942,Grace,24,Miami
1943,Eve,26,New York
1944,David,47,Chicago
1945,David,52,Miami
1946,Helen,18,Houston
1947,Bob,31,Miami
1948,Ivy,60,Miami
1949,Bob,43,Houston
1950,David,56,New York
1951,Alice,60,Chicago
1952,David,46,Chicago
1953,David,53,New York
1954,Bob,50,Miami
1955,Ivy,60,Chicago
1956,Jack,50,Chicago
1957,Eve,37,Houston
1958,Eve,33,San Francisco
1959,Grace,19,Miami
1960,Jack,32,Los Angeles
1961,Ivy,59,Chicago
1962,Eve,37,Chicago
1963,David,28,New York
1964,Grace,57,Los Angeles
1965,Grace,52,Houston
1966,Bob,59,Los Angeles
1967,Ivy,29,Chicago
1968,Eve,41,San Francisco
1969,Charlie,58,Miami
1970,Bob,33,Chicago
1971,Charlie,29,Miami
1972,Charlie,42,Miami
1973,Frank,34,Houston
1974,Frank,43,Chicago
1975,Grace,55,New York
1976,Eve,58,Miami
1977,Helen,23,Houston
1978,Jack,50,San Francisco
1979,Helen,35,Los Angeles
1980,Ivy,24,Houston
1981,Bob,58,Miami
1982,Ivy,19,San Francisco
1983,Ivy,22,San Francisco
1984,Charlie,41,Miami
1985,Eve,42,Houston
1986,Charlie,53,Miami
1987,Ivy,54,Houston
1988,Alice,18,Miami
1989,Helen,54,Los Angeles
1990,Grace,28,Los Angeles
1991,Charlie,33,New York
1992,Grace,23,Chicago
1993,Eve,27,San Francisco
1994,Frank,22,Miami
1995,Jack,43,Chicago
1996,Frank,58,Chicago
1997,Helen,29,Los Angeles
1998,Frank,54,Houston
1999,Eve,18,Miami
2000,Grace,36,Chicago
2001,Charlie,30,Chicago
2002,David,33,Chicago
2003,Charlie,23,Los Angeles
2004,Eve,31,San Francisco
2005,David,21,Miami
2006,David,40,San Francisco
2007,Jack,45,New York
2008,Helen,31,Los Angeles
2009,Ivy,59,Chicago
2010,Charlie,21,Chicago
2011,Jack,43,Miami
2012,Charlie,29,Chicago
2013,Frank,34,San Francisco
2014,Frank,25,Los Angeles
2015,Grace,50,Houston
2016,David,20,Houston
2017,Alice,26,New York
2018,Bob,32,Miami
2019,Ivy,56,Los Angeles
2020,Ivy,22,New York
2021,Charlie,34,Houston
2022,Grace,51,Miami
2023,Jack,23,Los Angeles
2024,David,25,Miami
2025,Ivy,24,New York
2026,Bob,31,San Francisco
2027,Helen,60,Los Angeles
2028,Bob,29,Miami
2029,Grace,32,San Francisco
2030,Bob,48,Chicago
2031,Charlie,30,Houston
2032,Charlie,37,Chicago
2033,David,51,Los Angeles
2034,Grace,40,New York
2035,Charlie,51,San Francisco
2036,Eve,24,Los Angeles
2037,Alice,23,New York
2038,Charlie,49,Chicago
2039,Jack,22,Chicago
2040,Frank,21,Los Angeles
2041,Grace,45,Houston
2042,Charlie,29,Miami
2043,Frank,32,San Francisco
2044,Grace,50,Miami
2045,Eve,23,Chicago
2046,Eve,58,Chicago
2047,Bob,44,San Francisco
2048,Ivy,53,New York
2049,David,33,Miami
2050,Grace,20,San Francisco
2051,Ivy,34,Los Angeles
2052,David,32,Los Angeles
2053,Bob,22,Houston
2054,Frank,50,San Francisco
2055,Jack,47,New York
2056,Bob,21,New York
2057,Ivy,50,Houston
2058,Jack,56,Los Angeles
2059,Grace,38,Los Angeles
2060,David,49,New York
2061,Frank,52,Miami
2062,Bob,39,New York
2063,Ivy,47,Houston
2064,Jack,50,New York
2065,Grace,38,Houston
2066,Ivy,21,New York
2067,Ivy,37,Chicago
2068,Eve,38,Miami
2069,Frank,46,Houston
2070,Charlie,19,Miami
2071,Alice,33,New York
2072,Grace,23,Miami
2073,Jack,24,New York
2074,Frank,23,New York
2075,Alice,47,Los Angeles
2076,Frank,55,Chicago
2077,Alice,57,San Francisco
2078,Frank,39,Houston
2079,Grace,46,Miami
2080,Frank,56,Los Angeles
2081,Bob,40,Los Angeles
2082,Alice,33,San Francisco
2083,Ivy,53,Houston
2084,Grace,30,Houston
2085,Charlie,28,Miami
2086,Grace,40,Chicago
2087,Alice,18,Miami
2088,Helen,42,Houston
2089,Frank,40,San Francisco
2090,Jack,41,Miami
2091,Helen,56,New York
2092,Eve,31,San Francisco
2093,Alice,19,New York
2094,Eve,39,San Francisco
2095,Helen,60,Houston
